Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Variant SKU,Variant Price,Variant Inventory Qty,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Image Src,Image Alt Text
rara-007-super-king-quilt-set,RARA-007 Super King Quilt Set,"<p>The RARA-007 is an elegant 6-piece Super King size quilt set in a warm beige, featuring a beautifully quilted pebble texture for a plush, premium finish. The set includes 1 bedspread (250 x 230cm), 2 digital print pillowcases (45 x 70cm), 2 euroshams (65 x 65cm), and 1 matching cushion (45 x 45cm). Made from 100% polyester fabric with 100% polyester filling. Proudly made in South Africa for lasting quality and comfort.</p>",Agri Hub SA,Bedding,bedding,TRUE,,495.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318765908-djlqhu.webp,RARA-007 Super King Quilt Set
rose-gold-trim-4pcs-breadbin-canister-set-black,Rose Gold Trim 4pcs BreadBin and Canister Set - Black,"<p>Elegant 4-piece kitchen storage set with a rounded bread bin featuring a rose gold trim band and copper knob, plus matching tea, coffee and sugar canisters with copper-accented lids and bases. Matte black finish.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-RGBBCS-BLACK,539.00,25,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-oCQ9HGJrnA7WxO67z2h5EPMhCqEmSz.png,Rose Gold Trim 4pcs BreadBin and Canister Set - Black
rose-gold-trim-4pcs-breadbin-canister-set-cream,Rose Gold Trim 4pcs BreadBin and Canister Set - Cream,"<p>Elegant 4-piece kitchen storage set with a rounded bread bin featuring a rose gold trim band and copper knob, plus matching tea, coffee and sugar canisters with copper-accented lids and bases. Cream finish.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-RGBBCS-CREAM,539.00,25,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-YpgrdinZQBPUK5ozOTwf0gNyJp4j5D.png,Rose Gold Trim 4pcs BreadBin and Canister Set - Cream
rose-gold-trim-4pcs-breadbin-canister-set-grey,Rose Gold Trim 4pcs BreadBin and Canister Set - Grey,"<p>Elegant 4-piece kitchen storage set with a rounded bread bin featuring a rose gold trim band and copper knob, plus matching tea, coffee and sugar canisters with copper-accented lids and bases. Grey finish.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-RGBBCS-GREY,539.00,25,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-UgB3NqZRX8zb3lUx70XX3QeTZ0F5aD.png,Rose Gold Trim 4pcs BreadBin and Canister Set - Grey
rose-gold-trim-4pcs-breadbin-canister-set-olive-green,Rose Gold Trim 4pcs BreadBin and Canister Set - Olive Green,"<p>Elegant 4-piece kitchen storage set with a rounded bread bin featuring a rose gold trim band and copper knob, plus matching tea, coffee and sugar canisters with copper-accented lids and bases. Olive green finish.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-RGBBCS-OLIVE,539.00,25,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-Y1AvmhZPRBqFOSMavfDjgQ7etQuPKa.png,Rose Gold Trim 4pcs BreadBin and Canister Set - Olive Green
soup-dish,Soup Dish,"<p>Elegant glass soup dish with gold metal frame and stand. Perfect for serving soups, salads, or as a decorative centerpiece. Luxurious design.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-SOUP-001,355.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/home-living/soup-dish.jpg,Soup Dish
stylish-4pcs-breadbin-canister-set-black-rose-gold,Stylish 4pcs BreadBin and Canister Set - Black & Rose Gold,"<p>Stylish 4-piece kitchen storage set with a rounded bread bin featuring a raised 3D BREAD logo lid, plus matching tea, coffee and sugar canisters with sculpted metallic loop lids. Matte black finish with rose gold accents.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-SBBCS-BLACK-ROSEGOLD,485.00,25,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/IMG-20260413-WA0040-yb808fHusjUcrvMs2ohRE7aTupfwlx.jpg,Stylish 4pcs BreadBin and Canister Set - Black & Rose Gold
stylish-4pcs-breadbin-canister-set-cream-rose-gold,Stylish 4pcs BreadBin and Canister Set - Cream & Rose Gold,"<p>Stylish 4-piece kitchen storage set with a rounded bread bin featuring a raised 3D BREAD logo lid, plus matching tea, coffee and sugar canisters with sculpted metallic loop lids. Cream finish with rose gold accents.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-SBBCS-CREAM-ROSEGOLD,485.00,25,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/IMG-20260413-WA0041-IrOa7X525uqWgulPzNOWFSNDqT2lVu.jpg,Stylish 4pcs BreadBin and Canister Set - Cream & Rose Gold
stylish-4pcs-breadbin-canister-set-grey-silver,Stylish 4pcs BreadBin and Canister Set - Grey & Silver,"<p>Stylish 4-piece kitchen storage set with a rounded bread bin featuring a raised 3D BREAD logo lid, plus matching tea, coffee and sugar canisters with sculpted metallic loop lids. Grey finish with silver accents.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-SBBCS-GREY-SILVER,485.00,25,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/IMG-20260413-WA0039-9dnXyyg92jgRS5hFwFRDio6iM4JOq3.jpg,Stylish 4pcs BreadBin and Canister Set - Grey & Silver
throw-fleece-200x230-black-white,Throw Fleece 200cm x 230cm - Black White,"<p>The Throw Fleece 200cm x 230cm in Black White features a cosy patchwork check of black, grey and white with a soft sherpa backing. Plush, warm and beautifully finished, perfect for the couch or bed. Measures 200cm x 230cm.</p>",Agri Hub SA,Bedding,bedding,TRUE,,255.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318741052-irsen1.webp,Throw Fleece 200cm x 230cm - Black White
throw-fleece-200x230-blue,Throw Fleece 200cm x 230cm - Blue,"<p>The Throw Fleece 200cm x 230cm in Blue features a cosy patchwork check of royal blue, light blue and white with a soft sherpa backing. Plush, warm and beautifully finished, perfect for the couch or bed. Measures 200cm x 230cm.</p>",Agri Hub SA,Bedding,bedding,TRUE,,255.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318740642-3s0ceb.webp,Throw Fleece 200cm x 230cm - Blue
throw-fleece-200x230-blue-purple,Throw Fleece 200cm x 230cm - Blue Purple,"<p>The Throw Fleece 200cm x 230cm in Blue Purple features a cosy patchwork check of navy, purple, teal and white with a soft sherpa backing. Plush, warm and beautifully finished, perfect for the couch or bed. Measures 200cm x 230cm.</p>",Agri Hub SA,Bedding,bedding,TRUE,,255.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318741560-h6vn3m.webp,Throw Fleece 200cm x 230cm - Blue Purple
throw-fleece-200x230-blue-yellow,Throw Fleece 200cm x 230cm - Blue Yellow,"<p>The Throw Fleece 200cm x 230cm in Blue Yellow features a cosy patchwork check of navy, teal, yellow and white with a soft sherpa backing. Plush, warm and beautifully finished, perfect for the couch or bed. Measures 200cm x 230cm.</p>",Agri Hub SA,Bedding,bedding,TRUE,,255.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318765698-3v28br.webp,Throw Fleece 200cm x 230cm - Blue Yellow
throw-fleece-200x230-brown,Throw Fleece 200cm x 230cm - Brown,"<p>The Throw Fleece 200cm x 230cm in Brown features a cosy patchwork check of brown, dark brown and cream with a soft sherpa backing. Plush, warm and beautifully finished, perfect for the couch or bed. Measures 200cm x 230cm.</p>",Agri Hub SA,Bedding,bedding,TRUE,,255.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318741366-mlr782.webp,Throw Fleece 200cm x 230cm - Brown
throw-fleece-200x230-green,Throw Fleece 200cm x 230cm - Green,"<p>The Throw Fleece 200cm x 230cm in Green features a cosy patchwork check of green, dark green, taupe and cream with a soft sherpa backing. Plush, warm and beautifully finished, perfect for the couch or bed. Measures 200cm x 230cm.</p>",Agri Hub SA,Bedding,bedding,TRUE,,255.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318765880-mp04fx.webp,Throw Fleece 200cm x 230cm - Green
throw-fleece-200x230-navy-brown,Throw Fleece 200cm x 230cm - Navy Brown,"<p>The Throw Fleece 200cm x 230cm in Navy Brown features a cosy patchwork check of navy, brown, grey and cream with a soft sherpa backing. Plush, warm and beautifully finished, perfect for the couch or bed. Measures 200cm x 230cm.</p>",Agri Hub SA,Bedding,bedding,TRUE,,255.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318741172-d5lk01.webp,Throw Fleece 200cm x 230cm - Navy Brown
throw-fleece-200x230-orange-purple,Throw Fleece 200cm x 230cm - Orange Purple,"<p>The Throw Fleece 200cm x 230cm in Orange Purple features a cosy patchwork check of orange, purple and cream with a soft sherpa backing. Plush, warm and beautifully finished, perfect for the couch or bed. Measures 200cm x 230cm.</p>",Agri Hub SA,Bedding,bedding,TRUE,,255.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318748380-qisxt9.webp,Throw Fleece 200cm x 230cm - Orange Purple
throw-fleece-200x230-pink-burgundy,Throw Fleece 200cm x 230cm - Pink Burgundy,"<p>The Throw Fleece 200cm x 230cm in Pink Burgundy features a cosy patchwork check of burgundy, pink and white with a soft sherpa backing. Plush, warm and beautifully finished, perfect for the couch or bed. Measures 200cm x 230cm.</p>",Agri Hub SA,Bedding,bedding,TRUE,,255.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318740711-hv10fi.webp,Throw Fleece 200cm x 230cm - Pink Burgundy
throw-fleece-200x230-red-navy,Throw Fleece 200cm x 230cm - Red Navy,"<p>The Throw Fleece 200cm x 230cm in Red Navy features a cosy patchwork check of red, navy, grey and white with a soft sherpa backing. Plush, warm and beautifully finished, perfect for the couch or bed. Measures 200cm x 230cm.</p>",Agri Hub SA,Bedding,bedding,TRUE,,255.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318741527-0kkvr1.webp,Throw Fleece 200cm x 230cm - Red Navy
throw-fleece-200x230-red-pink,Throw Fleece 200cm x 230cm - Red Pink,"<p>The Throw Fleece 200cm x 230cm in Red Pink features a cosy patchwork check of red, pink and white with a soft sherpa backing. Plush, warm and beautifully finished, perfect for the couch or bed. Measures 200cm x 230cm.</p>",Agri Hub SA,Bedding,bedding,TRUE,,255.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318740867-9ni3pt.webp,Throw Fleece 200cm x 230cm - Red Pink
throw-flee-black-180cm-by-200cm,Throw Fleece-Black (180cm by 200cm),"<p>Luxuriously soft ribbed faux-fur throw with a tie-dye black and white finish. Measuring 180cm x 200cm, it adds plush warmth and a stylish accent to any lounge, bedroom or living space.</p>",Agri Hub SA,Bedding,bedding,TRUE,HL-THROW-FLEE-BLACK,195.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/throw-flee/black.png,Throw Fleece-Black (180cm by 200cm)
throw-flee-blue-180cm-by-200cm,Throw Fleece-Blue (180cm by 200cm),"<p>Luxuriously soft ribbed faux-fur throw with a tie-dye blue and white finish. Measuring 180cm x 200cm, it adds plush warmth and a stylish accent to any lounge, bedroom or living space.</p>",Agri Hub SA,Bedding,bedding,TRUE,HL-THROW-FLEE-BLUE,195.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/throw-flee/blue.png,Throw Fleece-Blue (180cm by 200cm)
throw-flee-green-180cm-by-200cm,Throw Fleece-Green (180cm by 200cm),"<p>Luxuriously soft ribbed faux-fur throw with a tie-dye green and white finish. Measuring 180cm x 200cm, it adds plush warmth and a stylish accent to any lounge, bedroom or living space.</p>",Agri Hub SA,Bedding,bedding,TRUE,HL-THROW-FLEE-GREEN,195.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/throw-flee/green.png,Throw Fleece-Green (180cm by 200cm)
throw-flee-orange-180cm-by-200cm,Throw Fleece-Orange (180cm by 200cm),"<p>Luxuriously soft ribbed faux-fur throw with a tie-dye orange and white finish. Measuring 180cm x 200cm, it adds plush warmth and a stylish accent to any lounge, bedroom or living space.</p>",Agri Hub SA,Bedding,bedding,TRUE,HL-THROW-FLEE-ORANGE,195.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/throw-flee/orange.png,Throw Fleece-Orange (180cm by 200cm)
throw-flee-pink-180cm-by-200cm,Throw Fleece-Pink (180cm by 200cm),"<p>Luxuriously soft ribbed faux-fur throw with a tie-dye pink and white finish. Measuring 180cm x 200cm, it adds plush warmth and a stylish accent to any lounge, bedroom or living space.</p>",Agri Hub SA,Bedding,bedding,TRUE,HL-THROW-FLEE-PINK,195.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/throw-flee/pink.png,Throw Fleece-Pink (180cm by 200cm)
throw-flee-purple-180cm-by-200cm,Throw Fleece-Purple (180cm by 200cm),"<p>Luxuriously soft ribbed faux-fur throw with a tie-dye purple and white finish. Measuring 180cm x 200cm, it adds plush warmth and a stylish accent to any lounge, bedroom or living space.</p>",Agri Hub SA,Bedding,bedding,TRUE,HL-THROW-FLEE-PURPLE,195.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/throw-flee/purple.png,Throw Fleece-Purple (180cm by 200cm)
throw-flee-red-180cm-by-200cm,Throw Fleece-Red (180cm by 200cm),"<p>Luxuriously soft ribbed faux-fur throw with a tie-dye red and white finish. Measuring 180cm x 200cm, it adds plush warmth and a stylish accent to any lounge, bedroom or living space.</p>",Agri Hub SA,Bedding,bedding,TRUE,HL-THROW-FLEE-RED,195.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/throw-flee/red.png,Throw Fleece-Red (180cm by 200cm)
throw-flee-teal-180cm-by-200cm,Throw Fleece-Teal (180cm by 200cm),"<p>Luxuriously soft ribbed faux-fur throw with a tie-dye teal and white finish. Measuring 180cm x 200cm, it adds plush warmth and a stylish accent to any lounge, bedroom or living space.</p>",Agri Hub SA,Bedding,bedding,TRUE,HL-THROW-FLEE-TEAL,195.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/throw-flee/teal.png,Throw Fleece-Teal (180cm by 200cm)
throw-fleece-180cm-x-200cm-camel,"Throw fleece, 180cm X 200cm, - Camel","<p>Soft and cosy throw fleece blanket measuring 180cm x 200cm. Features a plush textured checkered design that adds warmth and style to any lounge, bedroom or living space.</p>",Agri Hub SA,Bedding,bedding,TRUE,HL-THROW-FLEECE-08,160.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/throw-fleece/camel.png,"Throw fleece, 180cm X 200cm, - Camel"
throw-fleece-180cm-x-200cm-charcoal,"Throw fleece, 180cm X 200cm, - Charcoal","<p>Soft and cosy throw fleece blanket measuring 180cm x 200cm. Features a plush textured checkered design that adds warmth and style to any lounge, bedroom or living space.</p>",Agri Hub SA,Bedding,bedding,TRUE,HL-THROW-FLEECE-09,160.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/throw-fleece/charcoal.png,"Throw fleece, 180cm X 200cm, - Charcoal"
throw-fleece-180cm-x-200cm-chocolate-brown,"Throw fleece, 180cm X 200cm, - Chocolate Brown","<p>Soft and cosy throw fleece blanket measuring 180cm x 200cm. Features a plush textured checkered design that adds warmth and style to any lounge, bedroom or living space.</p>",Agri Hub SA,Bedding,bedding,TRUE,HL-THROW-FLEECE-10,160.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/throw-fleece/chocolate-brown.png,"Throw fleece, 180cm X 200cm, - Chocolate Brown"
throw-fleece-180cm-x-200cm-navy-blue,"Throw fleece, 180cm X 200cm, - Navy Blue","<p>Soft and cosy throw fleece blanket measuring 180cm x 200cm. Features a plush textured checkered design that adds warmth and style to any lounge, bedroom or living space.</p>",Agri Hub SA,Bedding,bedding,TRUE,HL-THROW-FLEECE-03,160.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/throw-fleece/navy-blue.png,"Throw fleece, 180cm X 200cm, - Navy Blue"
throw-fleece-180cm-x-200cm-pink,"Throw fleece, 180cm X 200cm, - Pink","<p>Soft and cosy throw fleece blanket measuring 180cm x 200cm. Features a plush textured checkered design that adds warmth and style to any lounge, bedroom or living space.</p>",Agri Hub SA,Bedding,bedding,TRUE,HL-THROW-FLEECE-01,160.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/throw-fleece/pink.png,"Throw fleece, 180cm X 200cm, - Pink"
throw-fleece-180cm-x-200cm-red-black,"Throw fleece, 180cm X 200cm, - Red & Black","<p>Soft and cosy throw fleece blanket measuring 180cm x 200cm. Features a plush textured checkered design that adds warmth and style to any lounge, bedroom or living space.</p>",Agri Hub SA,Bedding,bedding,TRUE,HL-THROW-FLEECE-05,160.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/throw-fleece/red-and-black.png,"Throw fleece, 180cm X 200cm, - Red & Black"
throw-fleece-180cm-x-200cm-red-pink,"Throw fleece, 180cm X 200cm, - Red & Pink","<p>Soft and cosy throw fleece blanket measuring 180cm x 200cm. Features a plush textured checkered design that adds warmth and style to any lounge, bedroom or living space.</p>",Agri Hub SA,Bedding,bedding,TRUE,HL-THROW-FLEECE-04,160.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/throw-fleece/red-and-pink.png,"Throw fleece, 180cm X 200cm, - Red & Pink"
throw-fleece-180cm-x-200cm-royal-blue,"Throw fleece, 180cm X 200cm, - Royal Blue","<p>Soft and cosy throw fleece blanket measuring 180cm x 200cm. Features a plush textured checkered design that adds warmth and style to any lounge, bedroom or living space.</p>",Agri Hub SA,Bedding,bedding,TRUE,HL-THROW-FLEECE-07,160.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/throw-fleece/royal-blue.png,"Throw fleece, 180cm X 200cm, - Royal Blue"
throw-fleece-180cm-x-200cm-teal,"Throw fleece, 180cm X 200cm, - Teal","<p>Soft and cosy throw fleece blanket measuring 180cm x 200cm. Features a plush textured checkered design that adds warmth and style to any lounge, bedroom or living space.</p>",Agri Hub SA,Bedding,bedding,TRUE,HL-THROW-FLEECE-02,160.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/throw-fleece/teal.png,"Throw fleece, 180cm X 200cm, - Teal"
